2010,P0000,P01001,4450,911200,Transferencias corrientes del Gobierno de Navarra,12480701
2010,52500,546000,1500,312300,Complemento de productividad,93123
2010,52500,546000,1600,312300,Seguridad social,3551207
2010,52500,546000,1702,312300,Horas extraordinarias,1
2010,52500,546000,1703,312300,Remuneración por trabajo en días festivos,565635
2010,52500,546000,1704,312300,Complemento por realización de guardias,1914380
2010,52500,546000,1705,312300,Complemento por trabajo en turnos de noche,364179
2010,52500,546000,2020,312300,Arrendamiento de edificios y otras construcciones,24000
2010,52500,546000,2050,312300,Arrendamientos de mobiliario y enseres,19500
2010,52500,546000,2120,312300,Edificios y otras construcciones,534500
2010,52500,546000,2190,312300,Otro inmovilizado material,230000
2010,52500,546000,2200,312300,Material de oficina,63000
2010,52500,546000,2202,312300,"Prensa, revistas, libros y otras publicaciones",25200
2010,52500,546000,2210,312300,Alimentación,225000
2010,52500,546000,2213,312300,Prótesis,431145
2010,52500,546000,2214,312300,Instrumental y pequeño utillaje de consumo,56984
2010,52500,546000,2215,312300,Fármacos,1200000
2010,52500,546000,2216,312300,Material sanitario de consumo,1409131
2010,52500,546000,2217,312300,Ropería,15000
2010,52500,546000,2220,312300,Servicios de telecomunicaciones,92000
2010,52500,546000,2230,312300,Gastos de transporte,31500
2010,52500,546000,2262,312300,Gastos de publicidad,473
2010,52500,546000,2264,312300,Gastos de comunidad,750
2010,52500,546000,2266,312300,Cursos y formación,1200
2010,52500,546000,2269,312300,Gastos diversos,800
2010,52500,546000,2270,312300,Contrato del servicio de lavandería,310000
2010,52500,546000,2271,312300,Contrato del servicio de limpieza,1235000
2010,52500,546000,2274,312300,Servicios de seguridad,214000
2010,52500,546000,2276,312300,Estudios y trabajos técnicos,14000
2010,52500,546000,2278,312300,Alimentación,4000
2010,52500,546000,2279,312300,Otros trabajos realizados por terceros,78500
2010,52500,546000,2280,312300,"Electricidad, agua y gas",436100
2010,52500,546000,2281,312300,"Combustibles, lubricantes y calefacción",3610
2010,52500,546000,2283,312300,"Materiales para reparación, conservación y repuestos",135000
2010,52500,546000,2284,312300,Material de limpieza y aseo,57000
2010,52500,546000,2286,312300,Productos químicos y de laboratorio,596216
2010,52500,546000,2289,312300,Gases médicos,75978
2010,52500,546000,2300,312300,Dietas,1000
2010,52500,546000,2301,312300,Locomoción y gastos de viaje,14000
2010,52500,546000,2400,312300,Gastos de edición de libros y publicaciones,3300
2010,52500,546000,4819,312300,Convenio de asistencia religiosa con el Arzobispado de Pamplona,8781
2010,52500,546000,6020,312800,Obras menores,98400
2010,52500,546000,6020,312802,Obras remodelación Ginecología,535000
2010,52500,546000,6057,312800,Equipos médicos,250000
2010,52500,546000,6059,312800,Otro mobiliario y equipo,37500
2010,52520,546001,1000,312200,Retribuciones de altos cargos,71091
2010,52520,546001,1230,312200,Retribuciones totales fijas de funcionarios,6961811
2010,52520,546001,1231,312200,Retribuciones del personal estatutario de la Seguridad Social,339724
2010,52520,546001,1241,312200,Retribuciones del personal transferido municipal,1107667
2010,52520,546001,1310,312200,Retribuciones del personal contratado temporal,295555
2010,52520,546001,1310,312202,Retribuciones del personal contratado temporal para reducción de listas de espera,36778
2010,52520,546001,1312,312200,Retribuciones del personal contratado para sustituciones,545138
2010,52520,546001,1312,312202,Retribuciones del personal contratado para sustituciones para reducción de listas de espera,20000
2010,52520,546001,1313,312200,Retribuciones del personal contratado para cubrir vacantes,10
2010,52520,546001,1500,312200,Complemento de productividad,12704
2010,52520,546001,1600,312200,Seguridad social,2476430
2010,52520,546001,1702,312200,Horas extraordinarias,1
2010,52520,546001,1703,312200,Remuneración por trabajo en días festivos,293976
2010,52520,546001,1704,312200,Complemento por realización de guardias,1804155
2010,52520,546001,1705,312200,Complemento por trabajo en turnos de noche,242333
2010,52520,546001,1706,312200,Complemento de dispersión geográfica,333893
2010,52520,546001,1709,312200,Complemento de capitación,332052
2010,52520,546001,2050,312200,Arrendamientos de mobiliario y enseres,4250
2010,52520,546001,2120,312200,Edificios y otras construcciones,100000
2010,52520,546001,2190,312200,Otro inmovilizado material,20000
2010,52520,546001,2200,312200,Material de oficina,32000
2010,52520,546001,2202,312200,"Prensa, revistas, libros y otras publicaciones",158
2010,52520,546001,2214,312200,Instrumental y utillaje de consumo,13929
2010,52520,546001,2215,312200,Fármacos,40000
2010,52520,546001,2216,312200,Material sanitario de consumo,105525
2010,52520,546001,2217,312200,Ropería,1000
2010,52520,546001,2220,312200,Servicios de telecomunicaciones,102000
2010,52520,546001,2230,312200,Gastos de transporte,55500
2010,52520,546001,2266,312200,Cursos y formación de atención primaria de Estella,158
2010,52520,546001,2269,312200,Gastos diversos,788
2010,52520,546001,2270,312200,Contrato del servicio de lavandería,17575
2010,52520,546001,2271,312200,Contrato del servicio de limpieza,285150
2010,52520,546001,2279,312200,Otros trabajos realizados por terceros,11000
2010,52520,546001,2280,312200,"Electricidad, agua y gas",59850
2010,52520,546001,2281,312200,"Combustibles, lubricantes y calefacción",49400
2010,52520,546001,2283,312200,"Materiales para reparación, conservación y repuestos",5000
2010,52520,546001,2284,312200,Material de limpieza y aseo,8200
2010,52520,546001,2286,312200,Productos químicos y de laboratorio,121354
2010,52520,546001,2300,312200,Dietas,1000
2010,52520,546001,2301,312200,Locomoción y gastos de viaje,31000
2010,52520,546001,2500,312200,Programa de salud bucodental,11200
2010,52520,546001,6020,312800,"Obras menores, mejora de instalaciones y plan de seguridad",24000
2010,52520,546001,6059,312800,Otro mobiliario y equipo,17500
2010,52300,547000,1000,312200,Retribuciones de altos cargos,82637
2010,52300,547000,1230,312200,Retribuciones totales fijas de funcionarios,1599645
2010,52300,547000,1231,312200,Retribuciones del personal estatutario de la Seguridad Social,108546
2010,52300,547000,1310,312200,Retribuciones del personal contratado temporal,15839
2010,52300,547000,1312,312200,Retribuciones del personal contratado para sustituciones,214923
2010,52300,547000,1312,312202,Retribuciones del personal contratado para sustituciones por cursos de euskera,48000
2010,52300,547000,1313,312200,Retribuciones del personal contratado para cubrir vacantes,10
2010,52300,547000,1500,312200,Complemento de productividad,24337
2010,52300,547000,1600,312200,Seguridad social,14260029
2010,52300,547000,1706,312200,Complemento de dispersión geográfica,5931
2010,52300,547000,1709,312200,Complemento de capitación,13530
2010,52300,547000,2120,312200,Edificios y otras construcciones,572000
2010,52300,547000,2190,312200,Otro inmovilizado material,131000
2010,52300,547000,2202,312200,"Prensa, revistas, libros y otras publicaciones",27500
2010,52300,547000,2217,312200,Vestuario y ropería sanitaria,30000
2010,52300,547000,2220,312200,Servicios de telecomunicaciones,756000
2010,52300,547000,2230,312200,Gastos de transporte,233000
2010,52300,547000,2266,312200,Actividades de formación,35000
2010,52300,547000,2269,312200,Gastos diversos,12000
2010,52300,547000,2270,312200,Contrato del servicio de lavandería,49400
2010,52300,547000,2271,312200,Contrato del servicio de limpieza,2447000
2010,52300,547000,2274,312200,Servicios de seguridad,158000
2010,52300,547000,2276,312200,Estudios y trabajos técnicos,70000
2010,52300,547000,2279,312200,Otros trabajos realizados por terceros,290000
2010,52300,547000,2284,312200,Material de limpieza,55000
2010,52300,547000,2301,312200,Locomoción y gastos de viaje,55000
2010,52300,547000,2400,312200,Edición de libros y publicaciones,5000
2010,52300,547000,4609,312200,Transferencias para el funcionamiento de los centros sanitarios municipales,896100
2010,52300,547000,4819,312200,Subvención a la Asociación de Ayuda en Carretera de Navarra (DYA) para el transporte sanitario en carretera,257500
2010,52300,547000,4819,312202,"(**) Convenio de colaboración entre la ANE, el SNS-O y DYA para paliar el déficit de dicha asociación",100000
2010,52300,547000,6020,312802,Plan Navarra 2012-17. Obras en centros de salud. Buztintxuri,838090
2010,52300,547000,6020,312803,Obras en centros de salud,705000
2010,52300,547000,6020,312804,Plan Navarra 2012-17. Obras en centros de salud. San Adrián,3032000
2010,52300,547000,6020,312805,(**) Inversiones plan de mejora de centros de salud,1000000
2010,52300,547000,6057,312802,Plan Navarra 2012-17. Equipamiento. San Adrián,300000
2010,52300,547000,6057,312803,Plan Navarra 2012-17. Equipamiento. Buztintxuri,500910
2010,52300,547000,6059,312800,Equipamiento en centros de salud y consultorios,1184000
2010,52300,547000,7609,312800,Transferencias para la construcción y reforma de centros de atención primaria,1757000
2010,52310,547001,1000,312200,Retribuciones de altos cargos,108462
2010,52310,547001,1230,312200,Retribuciones totales fijas de funcionarios,37068834
2010,52310,547001,1231,312200,Retribuciones del personal estatutario de la Seguridad Social,3750575
2010,52310,547001,1232,312200,Retribuciones del personal de cupo de la Seguridad Social,493702
2010,52310,547001,1241,312200,Retribuciones del personal transferido municipal,3770045
2010,52310,547001,1300,312200,Retribuciones del personal laboral fijo,54653
2010,52310,547001,1310,312200,Retribuciones del personal contratado temporal,4785090
2010,52310,547001,1310,312202,Retribuciones del personal contratado temporal para reducción de listas de espera,650000
2010,52310,547001,1311,312200,Retribuciones del personal contratado para campaña,2218701
2010,52310,547001,1312,312200,Retribuciones del personal contratado para sustituciones,5257582
2010,52310,547001,1313,312200,Retribuciones del personal contratado para cubrir vacantes,10
2010,52310,547001,1500,312200,Complemento de productividad,3627
2010,52310,547001,1703,312200,Remuneración por trabajo en días festivos,396602
2010,52310,547001,1704,312200,Complemento por realización de guardias,5276655
2010,52310,547001,1705,312200,Complemento por trabajo en turnos de noche,664674
2010,52310,547001,1706,312200,Complemento de dispersión geográfica,1706278
2010,52310,547001,1709,312200,Complemento de capitación,2092421
2010,52310,547001,2050,312200,Arrendamientos de mobiliario y enseres,5000
2010,52310,547001,2200,312200,Material de oficina,295000
2010,52310,547001,2214,312200,Instrumental y utillaje,129475
2010,52310,547001,2215,312200,Fármacos,762300
2010,52310,547001,2216,312200,Material sanitario de consumo,1861106
2010,52310,547001,2269,312202,Gastos diversos del PADI y otros gastos,37000
2010,52310,547001,2279,312202,Mantenimiento de la red de urgencias,150000
2010,52310,547001,2280,312200,"Electricidad, agua y gas",830400
2010,52310,547001,2281,312200,"Combustibles, lubricantes y calefacción",148200
2010,52310,547001,2286,312200,Productos químicos de laboratorio,1204995
2010,52310,547001,2289,312202,Gases médicos,24120
2010,52310,547001,2300,312200,Dietas. Acuerdo colectivo atención continuada,30000
2010,52310,547001,2301,312200,Locomoción y gastos viaje. Acuerdo colectivo atención continuada,100000
2010,52310,547001,2500,312200,Programa de salud bucodental,2010000
2010,52370,547002,1230,313100,Retribuciones totales fijas de funcionarios,310271
2010,52370,547002,1310,313100,Retribuciones del personal contratado temporal,35639
2010,52370,547002,1312,313100,Retribuciones del personal contratado para sustituciones,23587
2010,52370,547002,2200,313100,Material de oficina (recetas médicas),180000
2010,52370,547002,2215,313100,Fármacos (medicamentos extranjeros),45000
2010,52370,547002,2269,313100,Plan de racionalización del uso de fármacos,30000
2010,52370,547002,4809,313100,Prestaciones farmacéuticas,160745600
2010,52370,547002,4809,313102,Absorbentes y otros productos sanitarios,7850400
2010,52370,547002,7709,313100,Implantación del servicio de farmacia en residencias,150000
2010,52280,548000,1230,313900,Retribuciones totales fijas de funcionarios,5819956
2010,52280,548000,1310,313900,Retribuciones del personal contratado temporal,417104
2010,52280,548000,1312,313900,Retribuciones del personal contratado para sustituciones,945341
2010,52280,548000,1313,313900,Retribuciones del personal contratado para cubrir vacantes,10
2010,52280,548000,1500,313900,Complemento de productividad,13866
2010,52280,548000,1600,313900,Seguridad social,1695827
2010,52280,548000,1702,313900,Horas extraordinarias,57
2010,52280,548000,1703,313900,Remuneración por trabajo en días festivos,1000
2010,52280,548000,1704,313900,Complemento por realización de guardias,100000
2010,52280,548000,1705,313900,Complemento por trabajo en turnos de noche,34347
2010,52280,548000,2120,313900,Edificios y otras construcciones,25298
2010,52280,548000,2190,313900,Otro inmovilizado material,72833
2010,52280,548000,2200,313900,Material de oficina,31723
2010,52280,548000,2202,313900,"Prensa, revistas, libros y otras publicaciones",7337
2010,52280,548000,2214,313900,Instrumental y pequeño utillaje de consumo,80953
2010,52280,548000,2215,313900,Fármacos,4497730
2010,52280,548000,2216,313900,Material sanitario de consumo,8269
2010,52280,548000,2217,313900,Vestuario y ropería sanitaria,5364
2010,52280,548000,2218,313900,Productos veterinarios,15947
2010,52280,548000,2219,313900,Otros suministros especiales,25195
2010,52280,548000,2220,313900,Servicios de telecomunicaciones,53650
2010,52280,548000,2230,313900,Gastos de transporte,27024
2010,52280,548000,2249,313900,Primas de seguros (responsabilidad civil),4798
2010,52280,548000,2262,313900,Publicidad y propaganda: educación y promoción de la salud,106751
2010,52280,548000,2266,313900,"Reuniones, conferencias y cursillos",8729
2010,52280,548000,2269,313900,Otros gastos diversos,3412
2010,52280,548000,2270,313900,Contrato del servicio de lavandería,2622
2010,52280,548000,2271,313900,Contrato del servicio de limpieza,109387
2010,52280,548000,2276,313900,Estudios y trabajos técnicos,49953
2010,52280,548000,2279,313900,Otros trabajos realizados por terceros,188966
2010,52280,548000,2280,313900,"Electricidad, agua y gas",53159
2010,52280,548000,2281,313900,"Combustibles, lubricantes y calefacción",20069
2010,52280,548000,2283,313900,"Material para reparación,  mantenimiento y repuestos",171
2010,52280,548000,2284,313900,Material de limpieza y aseo,4822
2010,52280,548000,2286,313900,Productos químicos y de laboratorio,234065
2010,52280,548000,2289,313900,Gases médicos,21178
2010,52280,548000,2300,313900,Dietas,3366
2010,52280,548000,2301,313900,Locomoción y gastos de viaje,100557
2010,52280,548000,2400,313900,Gastos de edición de libros y publicaciones,3415
2010,52280,548000,6020,313900,"Obras menores, mejora de instalaciones y plan de seguridad",97600
2010,52280,548000,6057,313900,Equipos médicos,6000
2010,52280,548000,6059,313900,Otro mobiliario y equipo,17500
2010,52283,548001,1230,313900,Retribuciones totales fijas de funcionarios,969060
2010,52283,548001,1310,313900,Retribuciones del personal contratado temporal,22440
2010,52283,548001,1312,313900,Retribuciones del personal contratado para sustituciones,563783
2010,52283,548001,1500,313900,Complemento de productividad,1273
2010,52283,548001,1702,313900,Horas extraordinarias,1
2010,52283,548001,1703,313900,Remuneración por trabajo en días festivos,1000
2010,52283,548001,2190,313900,Otro inmovilizado material,31956
2010,52283,548001,2200,313900,Material de oficina,7193
2010,52283,548001,2214,313900,Instrumental y pequeño utillaje de consumo,1059
2010,52283,548001,2216,313900,Material sanitario de consumo,2953
2010,52283,548001,2230,313900,Gastos de transporte,804
2010,52283,548001,2262,313900,Publicidad y propaganda,452
2010,52283,548001,2266,313900,"Reuniones, conferencias y cursillos",1811
2010,52283,548001,2269,313900,Otros gastos diversos,614
2010,52283,548001,2276,313900,Estudios y trabajos técnicos,12545
2010,52283,548001,2279,313900,Otros trabajos realizados por terceros,91269
2010,52283,548001,2283,313900,"Material para reparación, mantenimiento y repuestos",557
2010,52283,548001,2284,313900,Material de limpieza,1008
2010,52283,548001,2286,313900,Productos químicos,323
2010,52283,548001,2300,313900,Dietas,1168
2010,52283,548001,2301,313900,Locomoción y gastos de viaje,2431
2010,52283,548001,6057,313900,Equipos médicos,6000
2010,52283,548001,6059,313900,Otro mobiliario y equipo,1500
2010,52280,548002,1000,313900,Retribuciones de altos cargos,50614
2010,52280,548002,1312,313900,Retribuciones del personal contratado para sustituciones,14673
2010,52280,548002,2262,313900,Campañas de publicidad y propaganda,24960
2010,52280,548002,2266,313900,"Reuniones, conferencias y cursillos",135
2010,52280,548002,2279,313900,Otros trabajos realizados por terceros,1298
2010,52280,548002,2301,313900,Locomoción y gastos de viaje,545
2010,52204,549000,1000,312700,Retribuciones de altos cargos,74714
2010,52204,549000,1230,312700,Retribuciones totales fijas de funcionarios,1595287
2010,52204,549000,1231,312700,Retribuciones del personal estatutario de la Seguridad Social,29754
2010,52204,549000,1310,312700,Retribuciones del personal contratado temporal,184792
2010,52204,549000,1312,312700,Retribuciones del personal contratado para sustituciones,434511
2010,52204,549000,1313,312700,Retribuciones del personal contratado para cubrir vacantes,10
2010,52204,549000,1600,312700,Seguridad social,490913
2010,52204,549000,1702,312700,Horas extraordinarias,1270
2010,52204,549000,1703,312700,Remuneración por trabajo en días festivos,11703
2010,52204,549000,1704,312700,Complemento por realización de guardias,105809
2010,52204,549000,1705,312700,Complemento por trabajo en turnos de noche,24595
2010,52204,549000,2120,312700,Edificios y otras construcciones,18171
2010,52204,549000,2190,312700,Otro inmovilizado material,30000
2010,52204,549000,2200,312700,Material de oficina,21000
2010,52204,549000,2210,312700,Alimentación,100
2010,52204,549000,2214,312700,Instrumental y utillaje de consumo,700000
2010,52204,549000,2216,312700,Material sanitario de consumo,9043
2010,52204,549000,2217,312700,Ropería,3000
2010,52204,549000,2220,312700,Servicios de telecomunicaciones,45500
2010,52204,549000,2230,312700,Gastos de transporte,51000
2010,52204,549000,2266,312700,Actividades de formación,1000
2010,52204,549000,2269,312700,Otros gastos diversos,700
2010,52204,549000,2270,312700,Contrato del servicio de lavandería,2752
2010,52204,549000,2271,312700,Contrato del servicio de limpieza,37688
2010,52204,549000,2274,312700,Servicios de seguridad,11065
2010,52204,549000,2276,312700,(**) Trabajos de fraccionamiento de plasma para la producción de fármacos,780000
2010,52204,549000,2278,312700,Alimentación,79171
2010,52204,549000,2279,312700,Otros trabajos realizados por terceros,8000
2010,52204,549000,2280,312700,"Electricidad, agua y gas",102194
2010,52204,549000,2283,312700,Material para reparaciones y conservación,4000
2010,52204,549000,2284,312700,Material de limpieza y aseo,2000
2010,52204,549000,2286,312700,Productos químicos de laboratorio,661762
2010,52204,549000,2300,312700,Dietas,2000
2010,52204,549000,2301,312700,Locomoción y gastos de viaje,2000
2010,52204,549000,6020,312700,"Obras menores, mejora de instalaciones y plan de seguridad",11726
2010,52204,549000,6057,312700,Equipamiento médico,73279
2010,52204,549000,6059,312700,Otro mobiliario y equipo,3664
2010,60000,600000,1000,451200,Retribuciones de altos cargos,75933
2010,60000,600000,1100,451200,Retribuciones del personal eventual,124468
2010,60000,600000,2261,451200,Gastos diversos de la Sra. Consejera,3000
2010,60000,600000,2261,451202,Gastos diversos del Departamento,6000
2010,60000,600000,2262,451200,Publicidad,1000
2010,60000,600000,2266,451200,Conferencias y cursillos,1000
2010,60000,600000,2301,451200,Gastos de viaje de la Sra. Consejera,7000
2010,60000,600000,2400,451200,Publicaciones,10000
2010,60100,600000,1230,451200,Retribuciones totales fijas de funcionarios,829633
2010,60100,600000,1310,451200,Retribuciones del personal contratado temporal,41778
2010,60100,600000,1312,451200,Retribuciones del personal contratado para sustituciones,36716
2010,60100,600000,1313,451200,Retribuciones del personal contratado para cubrir vacantes,1
2010,60100,600000,1600,451200,Seguridad social,216589
2010,60100,600000,1702,451200,Horas extraordinarias,18431
2010,60100,600000,2061,451200,Arrendamiento de programas y licencias,7000
2010,60100,600000,2120,451200,Conservación de edificios,45000
2010,60100,600000,2150,451200,Reparación y mantenimiento de equipos,2000
2010,60100,600000,2160,451200,Mantenimiento de programas y equipos informáticos,40000
2010,60100,600000,2200,451200,Material de oficina,50000
2010,60100,600000,2202,451200,Suscripciones y libros,4000
2010,60100,600000,2262,451200,Publicidad,4000
2010,60100,600000,2266,451200,Conferencias y cursillos,2000
2010,60100,600000,2269,451200,Otros gastos diversos,10000
2010,60100,600000,2271,451200,Servicios de limpieza de oficinas,210000
2010,60100,600000,2273,451200,Servicios informáticos,130000
2010,60100,600000,2274,451200,Servicios de seguridad,55000
2010,60100,600000,2279,451200,Otros trabajos realizados por terceros,38755
2010,60100,600000,2280,451200,"Agua, gas y electricidad",46000
2010,60100,600000,2284,451200,Material de limpieza y aseo,3000
2010,60100,600000,2285,451200,Vestuario y calzado,9000
2010,60100,600000,2289,451200,Otros suministros auxiliares,4500
2010,60100,600000,2300,451200,Dietas,5000
2010,60100,600000,2301,451200,Locomoción y gastos de viaje,1000
2010,60100,600000,2400,451200,Publicaciones,6000
2010,60100,600000,3509,451200,Otros gastos financieros,1200
2010,60100,600000,4809,451200,Indemnizaciones y ejecución de sentencias,180000
2010,60100,600000,6020,451200,Remodelación de oficinas,97000
2010,60100,600000,6059,451200,Otro mobiliario y equipos,20000
2010,60100,600000,6060,451200,Equipamiento informático,5000
2010,60100,600000,6090,451200,Programas informáticos,5000
2010,60100,600000,6092,451200,Estudios y proyectos,10000
2010,61000,600000,1000,451200,Retribuciones de altos cargos,66324
2010,61000,600000,1230,451200,Retribuciones totales fijas de funcionarios,70420
2010,61000,600000,2261,451200,Gastos de representación,3000
2010,61000,600000,2262,451200,Publicidad,5000
2010,61000,600000,2266,451200,Conferencias y cursillos,2000
2010,61000,600000,2301,451200,Locomoción y gastos de viaje,6000
2010,61000,600000,2400,451200,Publicaciones,25000
2010,62000,600000,1000,451200,Retribuciones de altos cargos,60112
2010,62000,600000,1230,451200,Retribuciones totales fijas de funcionarios,130270
2010,62000,600000,1300,451200,Retribuciones del personal laboral fijo,42233
2010,62000,600000,2261,451200,Gastos de representación,3000
2010,62000,600000,2262,451200,Publicidad,5000
2010,62000,600000,2266,451200,Conferencias y cursillos,2000
2010,62000,600000,2301,451200,Locomoción y gastos de viaje,6000
2010,62000,600000,2400,451200,Publicaciones,4000
2010,61300,610000,1230,451100,Retribuciones totales fijas de funcionarios,944516
2010,61300,610000,1600,451100,Seguridad social,152045
2010,61300,610000,1702,451100,Horas extraordinarias,6144
2010,61300,610000,2020,451100,Arrendamiento de edificios,8000
2010,61300,610000,2140,451100,Reparación y mantenimiento de vehículos,2000
2010,61300,610000,2150,451100,Reparación y mantenimiento de equipos,1500
2010,61300,610000,2160,451100,Mantenimiento de programas y equipos informáticos,18000
2010,61300,610000,2200,451100,Material de oficina,19000
2010,61300,610000,2202,451100,"Prensa, revistas, libros y otras publicaciones",700
2010,61300,610000,2262,451100,Publicidad y propaganda,250
2010,61300,610000,2266,451100,Conferencias y cursillos,5000
2010,61300,610000,2269,451100,Cuotas de asociaciones de carreteras,6500
2010,61300,610000,2269,451102,Otros gastos diversos,3300
2010,61300,610000,2279,451100,Otros trabajos realizados por terceros,9300
2010,61300,610000,2280,451100,"Agua, gas, electricidad y combustible",1000
2010,61300,610000,2285,451100,Vestuario y calzado,4000
2010,61300,610000,2289,451100,Otros suministros especiales,10000
2010,61300,610000,2300,451100,Dietas,30000
2010,61300,610000,2301,451100,Locomoción y gastos de viaje,81000
2010,61300,610000,6059,451100,Otro mobiliario y equipos,7600
2010,61300,610000,6060,451100,Equipos informáticos,15000
2010,61300,610000,6090,451100,Programas informáticos,40000
2010,61310,610000,6091,453200,Estudios y proyectos,1000000
2010,61310,610000,6091,453202,Plan Navarra 2012-84. Autovía Medinaceli-Soria-Tudela (tramo navarro),179800
2010,61340,610000,6001,453200,Expropiaciones de terrenos para infraestructuras,1000000
2010,61300,610001,6014,452100,"Embalses, infraestructuras hidráulicas y obras complementarias",100000
2010,61300,610001,6014,452102,"Plan Navarra 2012-70. Canal de Navarra, expropiaciones y servicios afectados",550000
2010,61300,610001,6092,452100,Estudios y proyectos,1000
2010,61320,610002,1230,456300,Retribuciones totales fijas de funcionarios,169987
2010,61320,610002,2120,456300,Mantenimiento y reparación de almacén y equipos,19000
2010,61320,610002,4819,456300,Espeleología,20000
2010,61320,610002,6019,456300,Protección de cavidades y simas y riesgos geológicos,200000
2010,61320,610002,6032,456300,Material geológico y de construcción de pozos,5000
2010,61320,610002,6092,456300,"Estudios geológicos, hidrogeológicos y geotécnicos",240000
2010,61320,610002,7609,456300,Taludes rocosos,600000
2010,61330,610003,1230,495100,Retribuciones totales fijas de funcionarios,216713
2010,61330,610003,2242,495100,Primas de seguros,2000
2010,61330,610003,2289,495100,Adquisición de materiales,2500
2010,61330,610003,2400,495100,Publicaciones de cartografía,120000
2010,61330,610003,6054,495100,Adquisición de material informático y topográfico,60000
2010,61330,610003,6092,495100,Elaboración y actualización  de cartografía,1000000
2010,61300,610004,1230,453100,Retribuciones totales fijas de funcionarios,43814
2010,61300,610004,6010,453100,Supresión de pasos a nivel,1500000
2010,61300,610004,6019,453102,Plan Navarra 2012-85. Construcción del corredor navarro del tren de alta velocidad,1000
2010,61300,610004,6091,453100,Plan Navarra 2012-85. Proyecto y dirección de obra del tren de alta velocidad,5500000
2010,61300,610004,6092,453100,Estudios para mejora de infraestructuras ferroviarias,150000
2010,61300,610004,8209,453100,Plan Navarra 2012-85. Consorcio Alta Velocidad Comarca de Pamplona,150000
2010,61300,610005,6010,456200,Conservación y protección ambiental,2800000
2010,61100,620000,1230,453200,Retribuciones totales fijas de funcionarios,1208183
2010,61100,620000,1600,453200,Seguridad social,145840
2010,61100,620000,1702,453200,Horas extraordinarias,34705
2010,61100,620000,2120,453200,Conservación de edificios,10400
2010,61100,620000,2140,453200,Reparación y mantenimiento de vehículos,5000
2010,61100,620000,2150,453200,Reparación y conservación de mobiliario y enseres,3700
2010,61100,620000,2160,453200,Mantenimiento de programas y equipos informáticos,1000
2010,61100,620000,2200,453200,Material de oficina,20000
2010,61100,620000,2202,453200,"Prensa, revistas, libros y otras publicaciones",2400
2010,61100,620000,2219,453200,Otros suministros especiales,1000
2010,61100,620000,2249,453200,Primas de seguros,300
2010,61100,620000,2262,453200,Publicidad y propaganda,300
2010,61100,620000,2266,453200,Conferencias y cursillos,6000
2010,61100,620000,2269,453200,Otros gastos diversos,1000
2010,61100,620000,2279,453200,Otros trabajos realizados por terceros,35000
2010,61100,620000,2280,453200,"Agua, gas y electricidad",52900
2010,61100,620000,2284,453200,Material de limpieza y aseo,2700
2010,61100,620000,2285,453200,Vestuario y calzado,2700
2010,61100,620000,2289,453200,Otros suministros auxiliares,2000
2010,61100,620000,2300,453200,Dietas,44000
2010,61100,620000,2301,453200,Locomoción y gastos de viaje,190000
2010,61100,620000,4709,441100,AUDENASA. Política comercial,16095642
2010,61100,620000,6010,453200,Revisión de precios,1000
2010,61100,620000,6059,453200,"Equipos de oficina, laboratorio y otro material inventariable",150000
2010,61100,620000,6060,453200,Equipos informáticos,18000
2010,61100,620000,6090,453200,Programas informáticos,10000
2010,61100,620001,1230,453200,Retribuciones totales fijas de funcionarios,616080
2010,61100,620001,6010,453200,Plan Navarra 2012-83. Vías de gran capacidad: Pamplona-Logroño,10962000
2010,61100,620001,6010,453202,Red de interés general: autovías-duplicación de calzadas,1000
2010,61100,620001,6010,453203,Red de interés general: Pamplona-Francia por Belate,1000
2010,61100,620001,6010,453204,Red de interés de la Comunidad Foral,1000
2010,61100,620001,6010,453206,Red local,1000
2010,61100,620001,6010,453207,Variantes de poblaciones,1000
2010,61100,620001,6010,453208,Comarca de Pamplona,2448438
2010,61100,620001,6010,453209,(**) Rotonda N-111 en Viana,250000
2010,61100,620001,6010,453217,Carretera Cilveti. Convenio,800000
2010,61100,620001,6010,453218,Plan Navarra 2012-79. Variante de Irurita-Elizondo,4208960
2010,61100,620001,6010,453219,Plan Navarra 2012-79. Variante de Lodosa,6583367
2010,61100,620001,6010,453220,Plan Navarra 2012-79. Variante de Milagro,6540240
2010,61100,620001,6010,453221,Plan Navarra 2012-79. Variante de Mendavia,5240867
2010,61100,620001,6010,453222,Plan Navarra 2012-79. Variante de Valtierra-Arguedas,7629685
2010,61100,620001,6010,453223,"Plan Navarra 2012-81. Expropiaciones, dirección de obra y control de calidad para las obras Autovía del Pirineo A-21",6900000
2010,61100,620001,7609,261600,Convenios con ayuntamientos,1000
2010,61110,620001,2269,453200,Cuota del Consejo de Seguridad Nuclear,2500
2010,61110,620001,2286,453200,Productos químicos y de laboratorio,6000
2010,61110,620001,6091,453200,Seguridad en la construcción: estudios y seguimiento,515000
2010,61110,620001,6092,453200,Ensayos y control para obras,140000
2010,61200,621000,1230,453300,Retribuciones totales fijas de funcionarios,2670970
2010,61200,621000,1600,453300,Seguridad social,274220
2010,61200,621000,1702,453300,Horas extraordinarias,127630
2010,61200,621000,2120,453300,Conservación de edificios,30000
2010,61200,621000,2130,453300,"Conservación de maquinaria, instalaciones y utillaje",25000
2010,61200,621000,2140,453303,Reparación y mantenimiento de vehículos,155550
