2012,P0000,P01001,4450,911200,Transferencias corrientes del Gobierno de Navarra,12050532
2012,52500,544002,2210,312300,Alimentación,180000
2012,52500,544002,2213,312300,Prótesis,629346
2012,52500,544002,2214,312300,Instrumental y pequeño utillaje de consumo,60000
2012,52500,544002,2215,312300,Fármacos,836683
2012,52500,544002,2216,312300,Material sanitario de consumo,922010
2012,52500,544002,2217,312300,Ropería,10000
2012,52500,544002,2220,312300,Servicios de telecomunicaciones,50000
2012,52500,544002,2230,312300,Gastos de transporte,10000
2012,52500,544002,2266,312300,Cursos y formación,500
2012,52500,544002,2269,312300,Gastos diversos,1500
2012,52500,544002,2270,312300,Contrato del servicio de lavandería,322010
2012,52500,544002,2271,312300,Contrato del servicio de limpieza,1208000
2012,52500,544002,2274,312300,Servicios de seguridad,185300
2012,52500,544002,2276,312300,Estudios y trabajos técnicos,25000
2012,52500,544002,2277,312300,Gestión de residuos,50000
2012,52500,544002,2279,312300,Otros trabajos realizados por terceros,1000
2012,52500,544002,2280,312300,"Electricidad, agua y gas",450000
2012,52500,544002,2281,312300,"Combustibles, lubricantes y calefacción",4000
2012,52500,544002,2283,312300,"Materiales para reparación, conservación y repuestos",80000
2012,52500,544002,2284,312300,Material de limpieza y aseo,38000
2012,52500,544002,2286,312300,Productos químicos y de laboratorio,850751
2012,52500,544002,2287,312300,Gases médicos,100000
2012,52500,544002,2301,312300,Locomoción y gastos de viaje,6000
2012,52500,544002,4819,312300,Convenio de asistencia religiosa con el Arzobispado de Pamplona,8342
2012,52500,544002,6020,312800,Obras menores,50000
2012,52500,544002,6057,312800,Equipamiento médico,200000
2012,52500,544002,6059,312800,Otro mobiliario y equipo,30000
2012,52300,547001,1000,312200,Retribuciones de altos cargos,287612
2012,52300,547001,1200,312200,Retribuciones del personal fijo,44416373
2012,52300,547001,1210,312200,Retribuciones del personal contratado para cubrir plazas reservadas,3105061
2012,52300,547001,1211,312200,Retribuciones del personal contratado para cubrir vacantes,3395106
2012,52300,547001,1220,312200,Retribuciones del personal contratado temporal,47723
2012,52300,547001,1221,312200,Retribuciones del personal temporal contratado para campañas,1269462
2012,52300,547001,1400,312200,Retribuciones personales,1680143
2012,52300,547001,1410,312200,Retribuciones carrera profesional,351563
2012,52300,547001,1600,312200,Seguridad social,17565569
2012,52300,547001,2050,312200,Arrendamientos de mobiliario y enseres,9000
2012,52300,547001,2120,312200,Edificios y otras construcciones,810000
2012,52300,547001,2190,312200,Otro inmovilizado material,180000
2012,52300,547001,2200,312200,Material de oficina,345000
2012,52300,547001,2202,312200,"Prensa, revistas, libros y otras publicaciones",12000
2012,52300,547001,2214,312200,Instrumental y utillaje,165000
2012,52300,547001,2215,312200,Fármacos,663943
2012,52300,547001,2216,312200,Material sanitario de consumo,1599446
2012,52300,547001,2217,312200,Vestuario y ropería sanitaria,30000
2012,52300,547001,2220,312200,Servicios de telecomunicaciones,810000
2012,52300,547001,2230,312200,Gastos de transporte,380000
2012,52300,547001,2266,312200,Actividades de formación,25000
2012,52300,547001,2269,312200,Gastos diversos,10000
2012,52300,547001,2269,312202,Gastos diversos del PADI y otros gastos,46510
2012,52300,547001,2270,312200,Contrato del servicio de lavandería,65000
2012,52300,547001,2271,312200,Contrato del servicio de limpieza,3600000
2012,52300,547001,2274,312200,Servicios de seguridad,190000
2012,52300,547001,2277,312200,Gestión de residuos,63500
2012,52300,547001,2279,312200,Transporte del personal sanitario del SUE y otros trabajos de terceros,336000
2012,52300,547001,2279,312202,Mantenimiento de la red de urgencias,101000
2012,52300,547001,2280,312200,"Electricidad, agua y gas",1030000
2012,52300,547001,2281,312200,"Combustibles, lubricantes y calefacción",315000
2012,52300,547001,2284,312200,Material de limpieza,64000
2012,52300,547001,2286,312200,Productos químicos de laboratorio,1102607
2012,52300,547001,2287,312202,Gases médicos,53392
2012,52300,547001,2301,312200,Locomoción y gastos de viaje,51780
2012,52300,547001,2301,312202,Locomoción y gastos de viaje. Acuerdo Colectivo Atención Continuada,236000
2012,52300,547001,2400,312200,Edición de libros y publicaciones,3000
2012,52300,547001,2500,312200,Programa de salud bucodental,1210000
2012,52300,547001,4609,312200,Transferencias para el funcionamiento de los centros sanitarios,896085
2012,52300,547001,4819,312200,Subvención a la Asociación de Ayuda en Carretera de Navarra,230500
2012,52300,547001,6020,312805,Inversiones plan de mejora de centros de salud,600000
2012,52300,547001,6059,312800,Equipamiento en centros de salud y consultorios,300000
2012,52300,547001,6059,312802,Equipamiento plan de mejora de centros de salud,406849
2012,52300,547001,7609,312800,Transferencia al Ayuntamiento de Beriáin para las obras de construcción del nuevo consultorio,628000
2012,52310,547001,1200,312200,Retribuciones del personal fijo,82275
2012,52310,547001,1220,312200,Retribuciones del personal contratado temporal,4440880
2012,52310,547001,1221,312200,Retribuciones del personal temporal contratado para campañas,1060398
2012,52310,547001,1250,312200,Retribuciones del personal contratado para sustituciones,6205469
2012,52310,547001,1400,312200,Retribuciones personales,7990549
2012,52310,547001,1410,312200,Retribuciones carrera profesional,4084769
2012,52310,547001,1703,312200,Remuneración por trabajo en días festivos,1726370
2012,52310,547001,1704,312200,Complemento por realización de guardias,5432023
2012,52310,547001,1705,312200,Complemento por trabajo en turnos de noche,1033224
2012,52310,547001,1706,312200,Complemento de dispersión geográfica,2266536
2012,52310,547001,1709,312200,Complemento de capitación,2760184
2012,52310,547001,1710,312200,Complemento de productividad,178000
2012,52370,547002,1200,313100,Retribuciones del personal fijo,384165
2012,52370,547002,1220,313100,Retribuciones del personal contratado temporal,39032
2012,52370,547002,1400,313100,Retribuciones personales,60654
2012,52370,547002,1410,313100,Retribuciones carrera profesional,23113
2012,52370,547002,1600,313100,Seguridad social,112584
2012,52370,547002,2200,313100,Material de oficina (recetas médicas),150000
2012,52370,547002,2215,313100,Fármacos (medicamentos extranjeros),51000
2012,52370,547002,2269,313100,Plan de racionalización del uso de fármacos,25000
2012,52370,547002,4809,313100,Prestaciones farmacéuticas,143028185
2012,52370,547002,4809,313102,Absorbentes y otros productos sanitarios,7990000
2012,52370,547002,7709,313100,Equipamiento en servicios de farmacia de las residencias,20000
2012,52280,548000,1200,313900,Retribuciones del personal fijo,4028185
2012,52280,548000,1210,313900,Retribuciones del personal contratado para cubrir plazas reservadas,360629
2012,52280,548000,1211,313900,Retribuciones del personal contratado para cubrir vacantes,347954
2012,52280,548000,1220,313900,Retribuciones del personal contratado temporal,278674
2012,52280,548000,1250,313900,Retribuciones del personal contratado para sustituciones,266922
2012,52280,548000,1400,313900,Retribuciones personales,972523
2012,52280,548000,1410,313900,Retribuciones carrera profesional,431929
2012,52280,548000,1600,313900,Seguridad social,1011367
2012,52280,548000,1703,313900,Remuneración por trabajo en días festivos,4239
2012,52280,548000,1704,313900,Complemento por realización de guardias,133885
2012,52280,548000,1705,313900,Complemento por trabajo en turnos de noche,33213
2012,52280,548000,1710,313900,Complemento de productividad,20383
2012,52280,548000,2120,313900,Edificios y otras construcciones,20000
2012,52280,548000,2190,313900,Otro inmovilizado material,100000
2012,52280,548000,2200,313900,Material de oficina,12602
2012,52280,548000,2202,313900,"Prensa, revistas, libros y otras publicaciones",7000
2012,52280,548000,2214,313900,Instrumental y pequeño utillaje de consumo,100000
2012,52280,548000,2215,313900,Fármacos,3286256
2012,52280,548000,2216,313900,Material sanitario de consumo,7000
2012,52280,548000,2217,313900,Vestuario y ropería sanitaria,3000
2012,52280,548000,2218,313900,Productos veterinarios,1577
2012,52280,548000,2219,313900,Otros suministros especiales,5000
2012,52280,548000,2220,313900,Servicios de telecomunicaciones,65000
2012,52280,548000,2230,313900,Gastos de transporte,32000
2012,52280,548000,2249,313900,Primas de seguros (responsabilidad civil),5000
2012,52280,548000,2262,313900,Programas y actuaciones en promoción de salud,37000
2012,52280,548000,2266,313900,"Reuniones, conferencias y cursillos",2000
2012,52280,548000,2269,313900,Otros gastos diversos,6000
2012,52280,548000,2270,313900,Contrato del servicio de lavandería,3000
2012,52280,548000,2271,313900,Contrato del servicio de limpieza,110122
2012,52280,548000,2276,313900,Estudios y trabajos técnicos,20000
2012,52280,548000,2277,313900,Gestión de residuos,6600
2012,52280,548000,2279,313900,Otros trabajos realizados por terceros,180000
2012,52280,548000,2280,313900,"Electricidad, agua y gas",77000
2012,52280,548000,2283,313900,"Material para reparación, mantenimiento y repuestos",1500
2012,52280,548000,2284,313900,Material de limpieza y aseo,5000
2012,52280,548000,2286,313900,Productos químicos y de laboratorio,240000
2012,52280,548000,2287,313900,Gases médicos,31547
2012,52280,548000,2301,313900,Locomoción y gastos de viaje,77000
2012,52280,548000,2400,313900,Gastos de edición de libros y publicaciones,1672
2012,52280,548000,6057,313900,Equipamiento médico,30000
2012,52283,548001,1200,313900,Retribuciones del personal fijo,654974
2012,52283,548001,1210,313900,Retribuciones del personal contratado para cubrir plazas reservadas,137146
2012,52283,548001,1211,313900,Retribuciones del personal contratado para cubrir vacantes,91143
2012,52283,548001,1220,313900,Retribuciones del personal contratado temporal,46514
2012,52283,548001,1250,313900,Retribuciones del personal contratado para sustituciones,31240
2012,52283,548001,1400,313900,Retribuciones personales,105145
2012,52283,548001,1410,313900,Retribuciones carrera profesional,27222
2012,52283,548001,1600,313900,Seguridad social,266991
2012,52283,548001,1703,313900,Remuneración por trabajo en días festivos,6844
2012,52283,548001,1710,313900,Complemento de productividad,1872
2012,52283,548001,2120,313900,Edificios y otras construcciones,2150
2012,52283,548001,2190,313900,Otro inmovilizado material,141000
2012,52283,548001,2200,313900,Material de oficina,6000
2012,52283,548001,2202,313900,"Prensa, revistas, libros, otras publicaciones",48
2012,52283,548001,2214,313900,Instrumental y pequeño utillaje,100
2012,52283,548001,2216,313900,Material sanitario de consumo,2967
2012,52283,548001,2217,313900,Vestuario y ropería sanitaria,500
2012,52283,548001,2230,313900,Gastos de transporte,60000
2012,52283,548001,2262,313900,Publicidad y propaganda,205
2012,52283,548001,2266,313900,"Reuniones, conferencias y cursillos",210
2012,52283,548001,2269,313900,Otros gastos diversos,750
2012,52283,548001,2271,313900,Contrato del servicio de limpieza,6000
2012,52283,548001,2276,313900,Estudios y trabajos técnicos,83
2012,52283,548001,2279,313900,Otros trabajos realizados por terceros,40000
2012,52283,548001,2283,313900,"Material para reparación, mantenimiento y repuestos",100
2012,52283,548001,2284,313900,Material de limpieza,604
2012,52283,548001,2286,313900,Productos químicos,488
2012,52283,548001,2301,313900,Locomoción y gastos de viaje,1956
2012,52283,548001,6057,313900,Equipamiento médico,3000
2012,52204,549000,1000,312700,Retribuciones de altos cargos,98690
2012,52204,549000,1200,312700,Retribuciones del personal fijo,1077002
2012,52204,549000,1210,312700,Retribuciones del personal contratado para cubrir plazas reservadas,52521
2012,52204,549000,1211,312700,Retribuciones del personal contratado para cubrir vacantes,191205
2012,52204,549000,1220,312700,Retribuciones del personal contratado temporal,178947
2012,52204,549000,1250,312700,Retribuciones del personal contratado para sustituciones,152792
2012,52204,549000,1400,312700,Retribuciones personales,252422
2012,52204,549000,1410,312700,Retribuciones carrera profesional,92400
2012,52204,549000,1600,312700,Seguridad social,450875
2012,52204,549000,1702,312700,Horas extraordinarias,2372
2012,52204,549000,1703,312700,Remuneración por trabajo en días festivos,18688
2012,52204,549000,1704,312700,Complemento por realización de guardias,93309
2012,52204,549000,1705,312700,Complemento por trabajo en turnos de noche,20317
2012,52204,549000,2120,312700,Edificios y otras construcciones,12455
2012,52204,549000,2190,312700,Otro inmovilizado material,29182
2012,52204,549000,2200,312700,Material de oficina,17954
2012,52204,549000,2214,312700,Instrumental y utillaje de consumo,840000
2012,52204,549000,2216,312700,Material sanitario de consumo,3735
2012,52204,549000,2217,312700,Ropería,1952
2012,52204,549000,2220,312700,Servicios de telecomunicaciones,46179
2012,52204,549000,2230,312700,Gastos de transporte,39870
2012,52204,549000,2269,312700,Otros gastos diversos,3690
2012,52204,549000,2270,312700,Contrato del servicio de lavandería,2816
2012,52204,549000,2271,312700,Contrato del servicio de limpieza,34092
2012,52204,549000,2274,312700,Servicios de seguridad,13217
2012,52204,549000,2276,312700,Trabajos de fraccionamiento de plasma para la producción de fármacos,573953
2012,52204,549000,2276,312702,Estudios y trabajos técnicos,300
2012,52204,549000,2277,312700,Gestión de residuos,5998
2012,52204,549000,2278,312700,Contratos alimentación externa,74245
2012,52204,549000,2279,312700,Otros trabajos realizados por terceros,78280
2012,52204,549000,2280,312700,"Electricidad, agua y gas",11500
2012,52204,549000,2283,312700,Material para reparaciones y conservación,1500
2012,52204,549000,2284,312700,Material de limpieza y aseo,200
2012,52204,549000,2286,312700,Productos químicos de laboratorio,760000
2012,52204,549000,2287,312700,Gases médicos,815
2012,52204,549000,2300,312700,Dietas,3800
2012,52204,549000,2301,312700,Locomoción y gastos de viaje,200
2012,52204,549000,6057,312700,Equipamiento médico,50000
2012,60000,600000,1000,451200,Retribuciones de altos cargos,64544
2012,60000,600000,1100,451200,Retribuciones del personal eventual,82598
2012,60000,600000,1200,451200,Retribuciones del personal fijo,1
2012,60000,600000,1210,451200,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,60000,600000,1211,451200,Retribuciones del personal contratado para cubrir vacantes,1
2012,60000,600000,2261,451200,Gastos diversos del Sr. Consejero,4500
2012,60000,600000,2261,451202,Gastos diversos del Departamento,4000
2012,60000,600000,2262,451200,Publicidad,650
2012,60000,600000,2266,451200,Conferencias y cursillos,1000
2012,60000,600000,2301,451200,Gastos de viaje del Sr. Consejero,6000
2012,60000,600000,2400,451200,Publicaciones,3500
2012,60100,600000,1200,451200,Retribuciones del personal fijo,527079
2012,60100,600000,1210,451200,Retribuciones del personal contratado para cubrir plazas reservadas,55386
2012,60100,600000,1211,451200,Retribuciones del personal contratado para cubrir vacantes,1
2012,60100,600000,1220,451200,Retribuciones del personal contratado temporal,1
2012,60100,600000,1250,451200,Retribuciones del personal contratado para sustituciones,5006
2012,60100,600000,1400,451200,Retribuciones personales,1498292
2012,60100,600000,1600,451200,Seguridad social,1302983
2012,60100,600000,1702,451200,Horas extraordinarias,43246
2012,60100,600000,2120,451200,Conservación de edificios,35000
2012,60100,600000,2150,451200,Reparación y mantenimiento de equipos,2000
2012,60100,600000,2160,451200,Mantenimiento de programas y equipos informáticos,50000
2012,60100,600000,2200,451200,Material de oficina,45000
2012,60100,600000,2202,451200,Suscripciones y libros,2500
2012,60100,600000,2262,451200,Publicidad,1300
2012,60100,600000,2266,451200,Conferencias y cursillos,3000
2012,60100,600000,2269,451200,Otros gastos diversos,7500
2012,60100,600000,2271,451200,Servicios de limpieza de oficinas,263000
2012,60100,600000,2273,451200,Servicios informáticos,255000
2012,60100,600000,2274,451200,Servicios de seguridad,55000
2012,60100,600000,2279,451200,Otros trabajos realizados por terceros,28000
2012,60100,600000,2280,451200,"Agua, gas y electricidad",50000
2012,60100,600000,2284,451200,Material de limpieza y aseo,2850
2012,60100,600000,2285,451200,Vestuario y calzado,8000
2012,60100,600000,2289,451200,Otros suministros auxiliares,3800
2012,60100,600000,2300,451200,Dietas,3000
2012,60100,600000,2301,451200,Locomoción y gastos de viaje,650
2012,60100,600000,2400,451200,Publicaciones,2000
2012,60100,600000,3509,451200,Otros gastos financieros,500
2012,60100,600000,4809,451200,Indemnizaciones y ejecución de sentencias,180000
2012,60100,600000,6020,451200,Remodelación de oficinas,45000
2012,60100,600000,6059,451200,Otro mobiliario y equipos,18000
2012,60100,600000,6060,451200,Equipamiento informático,4000
2012,60100,600000,6090,451200,Programas informáticos,7500
2012,60100,600000,6092,451200,Estudios y proyectos,3500
2012,60200,600000,1200,451200,Retribuciones del personal fijo,179700
2012,60200,600000,1210,451200,Retribuciones del personal contratado para cubrir plazas reservadas,67336
2012,60200,600000,1211,451200,Retribuciones del personal contratado para cubrir vacantes,1
2012,61000,600000,1000,451200,Retribuciones de altos cargos,55303
2012,61000,600000,1200,451200,Retribuciones del personal fijo,35870
2012,61000,600000,1210,451200,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,61000,600000,1211,451200,Retribuciones del personal contratado para cubrir vacantes,1
2012,61000,600000,2261,451200,Gastos de representación,2000
2012,61000,600000,2262,451200,Publicidad,2000
2012,61000,600000,2266,451200,Conferencias y cursillos,1500
2012,61000,600000,2301,451200,Locomoción y gastos de viaje,4000
2012,61000,600000,2400,451200,Publicaciones,20000
2012,62000,600000,1000,451200,Retribuciones de altos cargos,55303
2012,62000,600000,1200,451200,Retribuciones del personal fijo,92178
2012,62000,600000,1210,451200,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,62000,600000,1211,451200,Retribuciones del personal contratado para cubrir vacantes,1
2012,62000,600000,2261,451200,Gastos de representación,2000
2012,62000,600000,2262,451200,Publicidad,2000
2012,62000,600000,2266,451200,Conferencias y cursillos,1500
2012,62000,600000,2301,451200,Locomoción y gastos de viaje,4000
2012,62000,600000,2400,451200,Publicaciones,3500
2012,63000,600000,2261,261100,Gastos de representación,2000
2012,63000,600000,2262,261100,Publicidad,2000
2012,63000,600000,2266,261100,Conferencias y cursillos,1500
2012,63000,600000,2301,261100,Locomoción y gastos de viaje,4000
2012,63000,600000,2400,261100,Publicaciones,3500
2012,63300,600000,2120,261100,Reparación y mantenimiento de locales de oficina,25000
2012,63300,600000,2150,261100,"Reparación de mobiliario, de equipos técnicos y de oficina",5000
2012,63300,600000,2160,261100,Reparación y mantenimiento de equipos y programas informáticos,1000
2012,63300,600000,2200,261100,Material de oficina no inventariable,20000
2012,63300,600000,2202,261100,"Prensa, revistas, libros y otras publicaciones",3000
2012,63300,600000,2262,261100,Gastos de publicidad,21000
2012,63300,600000,2264,261100,Gastos de comunidad,30000
2012,63300,600000,2266,261100,Formación del personal,5000
2012,63300,600000,2269,261102,Gastos diversos,30000
2012,63300,600000,2269,261103,Programas de salud laboral y prevención de riesgos laborales,10000
2012,63300,600000,2276,261100,Estudios y trabajos técnicos,6500
2012,63300,600000,2276,261700,Programas de inspección urbanística,50000
2012,63300,600000,2280,261100,"Agua, gas y electricidad",30000
2012,63300,600000,2300,261100,Dietas,3000
2012,63300,600000,2301,261100,Locomoción y gastos de viaje,12000
2012,63300,600000,6020,261100,Adecuación de locales,5000
2012,63300,600000,6050,261100,Mobiliario y equipo de oficina,5000
2012,63300,600000,6054,261100,Equipos técnicos,10000
2012,63300,600000,6060,261100,Compra de equipos informáticos,10000
2012,61000,610000,2160,451200,Mantenimiento de programas y equipos informáticos,30000
2012,61000,610000,6010,453200,Revisión de precios,1689485
2012,61100,610000,1200,453200,Retribuciones del personal fijo,185035
2012,61100,610000,1210,453200,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,61100,610000,1211,453200,Retribuciones del personal contratado para cubrir vacantes,1
2012,61100,610000,2120,453200,Conservación de edificios,8500
2012,61100,610000,2140,453200,Reparación y mantenimiento de vehículos,4000
2012,61100,610000,2150,453200,Reparación y conservación de mobiliario y enseres,3500
2012,61100,610000,2200,453200,Material de oficina,12350
2012,61100,610000,2202,453200,"Prensa, revistas, libros y otras publicaciones",1450
2012,61100,610000,2219,453200,Otros suministros especiales,750
2012,61100,610000,2249,453200,Primas de seguros,350
2012,61100,610000,2262,453200,Publicidad y propaganda,200
2012,61100,610000,2266,453200,Conferencias y cursillos,3700
2012,61100,610000,2269,453200,Otros gastos diversos,600
2012,61100,610000,2279,453200,Otros trabajos realizados por terceros,20000
2012,61100,610000,2280,453200,"Agua, gas y electricidad",48000
2012,61100,610000,2284,453200,Material de limpieza y aseo,2500
2012,61100,610000,2285,453200,Vestuario y calzado,5000
2012,61100,610000,2289,453200,Otros suministros auxiliares,1200
2012,61100,610000,2300,453200,Dietas,27200
2012,61100,610000,2301,453200,Locomoción y gastos de viaje,117300
2012,61100,610000,6059,453200,"Equipos de oficina, laboratorio y otro material inventariable",6500
2012,61100,610000,6060,453200,Equipos informáticos,3900
2012,61100,610000,6090,453200,Programas informáticos,2000
2012,61200,610000,1200,453200,Retribuciones del personal fijo,1935985
2012,61200,610000,1210,453200,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,61200,610000,1211,453200,Retribuciones del personal contratado para cubrir vacantes,75108
2012,61200,610000,2120,453300,Conservación de edificios,2500
2012,61200,610000,2130,453300,"Conservación de maquinaria, instalaciones y utillaje",3300
2012,61200,610000,2140,453300,Reparación y mantenimiento de vehículos,105800
2012,61200,610000,2150,453300,Reparación y conservación de mobiliario y enseres,200
2012,61200,610000,2200,453300,Material de oficina,9900
2012,61200,610000,2202,453300,"Prensa, revistas, libros y otras publicaciones",100
2012,61200,610000,2219,453300,Otros suministros especiales,1200
2012,61200,610000,2220,453300,Comunicaciones telefónicas,26000
2012,61200,610000,2241,453300,Primas de seguros de vehículos,25000
2012,61200,610000,2262,453300,Publicidad y propaganda,3200
2012,61200,610000,2266,453300,Conferencias y cursillos,1000
2012,61200,610000,2269,453300,Otros gastos diversos,5400
2012,61200,610000,2271,453300,Servicio de limpieza y aseo,7400
2012,61200,610000,2279,453300,Otros trabajos realizados por terceros,23000
2012,61200,610000,2280,453300,"Agua, gas y electricidad",1800000
2012,61200,610000,2281,453300,Combustibles y lubricantes,141000
2012,61200,610000,2284,453300,Material de limpieza y aseo,1350
2012,61200,610000,2285,453300,Vestuario y calzado,6000
2012,61200,610000,2300,453300,Dietas,12350
2012,61200,610000,2301,453300,Locomoción y gastos de viaje,49150
2012,61200,610000,6059,453300,Material diverso,1950
2012,61200,610000,6060,453300,Equipos informáticos,1950
2012,61200,610000,6090,453300,Programas informáticos,32000
2012,61300,610000,1200,451100,Retribuciones del personal fijo,729229
2012,61300,610000,1210,451100,Retribuciones del personal contratado para cubrir plazas reservadas,19517
2012,61300,610000,1211,451100,Retribuciones del personal contratado para cubrir vacantes,49661
2012,61300,610000,2020,451100,Arrendamiento de edificios,8300
2012,61300,610000,2140,451100,Reparación y mantenimiento de vehículos,1500
2012,61300,610000,2150,451100,Reparación y mantenimiento de equipos,1200
2012,61300,610000,2200,451100,Material de oficina,12000
2012,61300,610000,2202,451100,"Prensa, revistas, libros y otras publicaciones",600
2012,61300,610000,2262,451100,Publicidad y propaganda,200
2012,61300,610000,2266,451100,Conferencias y cursillos,3000
2012,61300,610000,2269,451100,Cuotas de asociaciones de carreteras,4300
2012,61300,610000,2269,451102,Otros gastos diversos,2000
2012,61300,610000,2279,451100,Otros trabajos realizados por terceros,5500
2012,61300,610000,2280,451100,"Agua, gas, electricidad y combustible",1000
2012,61300,610000,2285,451100,Vestuario y calzado,3400
2012,61300,610000,2289,451100,Otros suministros especiales,9000
2012,61300,610000,2300,451100,Dietas,18500
2012,61300,610000,2301,451100,Locomoción y gastos de viaje,48000
2012,61300,610000,6059,451100,Otro mobiliario y equipos,4500
2012,61300,610000,6060,451100,Equipos informáticos,3300
2012,61300,610000,6090,451100,Programas informáticos,1000
2012,61310,610000,6091,453200,Estudios y proyectos,462000
2012,61310,610000,6091,453203,Plan Navarra 2012-82. Proyecto de los túneles de Erro y Mezkiritz,163525
2012,61310,610000,6091,453205,Convenio con Zilbeti,350000
2012,61340,610000,6001,453200,Expropiaciones de terrenos para infraestructuras,500000
2012,61340,610000,6001,453202,"Ejecución de sentencias, expropiaciones de terrenos",2000000
2012,61300,610001,6014,452100,"Embalses, infraestructuras hidráulicas y obras complementarias",10
2012,61300,610001,6014,452102,"Plan Navarra 2012-70. Canal de Navarra, expropiaciones y servicios afectados",400000
2012,61300,610001,6092,452100,Estudios y proyectos,650
2012,61320,610002,1200,456300,Retribuciones del personal fijo,125215
2012,61320,610002,1210,456300,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,61320,610002,1211,456300,Retribuciones del personal contratado para cubrir vacantes,1
2012,61320,610002,2120,456300,Mantenimiento y reparación de almacén y equipos,14500
2012,61320,610002,4819,456300,Espeleología,1000
2012,61320,610002,6019,456300,Protección de cavidades y simas y riesgos geológicos,1750
2012,61320,610002,6032,456300,Material geológico y de construcción de pozos,9000
2012,61320,610002,6092,456300,"Estudios geológicos, hidrogeológicos y geotécnicos",27500
2012,61320,610002,7609,456300,Taludes rocosos,292200
2012,61310,610003,2242,495100,Primas de seguros,2000
2012,61310,610003,2289,495100,Adquisición de materiales,1900
2012,61310,610003,2400,495100,Publicaciones de cartografía,39000
2012,61310,610003,6054,495100,Adquisición de material informático y topográfico,3250
2012,61310,610003,6092,495100,Elaboración y actualización de cartografía,580000
2012,61310,610004,6001,453100,Plan Navarra 2012-85. Expropiaciones de terrenos para el tren de alta velocidad,8000000
2012,61310,610004,6010,453100,Supresión de pasos a nivel,176690
2012,61310,610004,6019,453102,Plan Navarra 2012-85. Construcción del corredor navarro del tren de alta velocidad,116000000
2012,61310,610004,6091,453100,Plan Navarra 2012-85. Proyecto y dirección de obra del tren de alta velocidad,10000000
2012,61310,610004,6092,453100,Estudios para mejora de infraestructuras ferroviarias,50000
2012,61300,610005,1200,456200,Retribuciones del personal fijo,150641
2012,61300,610005,1210,456200,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,61300,610005,1211,456200,Retribuciones del personal contratado para cubrir vacantes,1
2012,61360,610005,6010,456200,Conservación y protección ambiental,2250000
2012,60200,610006,1200,453200,Retribuciones del personal fijo,36100
2012,60200,610006,1210,453200,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,60200,610006,1211,453200,Retribuciones del personal contratado para cubrir vacantes,1
2012,61100,610006,1200,453200,Retribuciones del personal fijo,955520
2012,61100,610006,1210,453200,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,61100,610006,1211,453200,Retribuciones del personal contratado para cubrir vacantes,24440
2012,61100,610006,6010,453200,Plan Navarra 2012-83. Vías de gran capacidad: Pamplona-Logroño,3826130
2012,61100,610006,6010,453202,Mejora de la red viaria y actuaciones. Plan de Carreteras,10
2012,61100,610006,6010,453206,Red local,152000
2012,61100,610006,6010,453218,Plan Navarra 2012-79. Variante de Irurita-Elizondo,4753585
2012,61100,610006,6010,453223,"Plan Navarra 2012-81. Expropiaciones, dirección de obra y control de calidad para las obras Autovía del Pirineo A-21",1095275
2012,61100,610006,6010,453224,Plan Navarra 2012-79. Plan de Aceleración de Inversiones,300000
2012,61100,610006,7609,261600,Convenios con ayuntamientos,10
2012,61110,610006,2269,453200,Cuota del Consejo de Seguridad Nuclear,3700
2012,61110,610006,2286,453200,Productos químicos y de laboratorio,4000
2012,61110,610006,6091,453200,Seguridad en la construcción: estudios y seguimiento,384000
2012,61110,610006,6092,453200,Ensayos y control para obras,141000
2012,61200,610007,2090,453200,Canon de la autovía A-12 Pamplona-Logroño,40227275
2012,61200,610007,2090,453202,Canon de la autovía A-21. Autovía del Pirineo,14225000
2012,61200,610007,6020,453300,Edificios,10
2012,61200,610007,6040,453300,Adquisición de vehículos,10
2012,61210,610007,2100,453300,Conservación y reparación de obras públicas,2000
2012,61210,610007,2150,453300,Conservación de la señalización,7780
2012,61210,610007,2289,453300,"Sal, gravilla y otros suministros auxiliares",357000
2012,61210,610007,6010,453303,Seguridad vial: señalización y balizamiento,3100000
2012,61210,610007,6010,453304,Travesías y convenios,1509900
2012,61210,610007,6010,453305,Conservación de la red viaria y centro de control. Refuerzo de firmes,22069550
2012,61210,610007,6092,453300,Inventarios de infraestructuras,154500
2012,61210,610007,7609,261600,Convenios con ayuntamientos,10
2012,61230,610007,6010,453300,Seguridad vial: puntos peligrosos y TCAS,100000
2012,61230,610007,6091,453300,Seguridad vial: estudios y seguimiento,52000
2012,62100,630000,1200,451400,Retribuciones del personal fijo,646370
2012,62100,630000,1210,451400,Retribuciones del personal contratado para cubrir plazas reservadas,19517
2012,62100,630000,1211,451400,Retribuciones del personal contratado para cubrir vacantes,71740
2012,62100,630000,2200,451400,Material de oficina,13000
2012,62100,630000,2202,451400,Suscripciones y libros,300
2012,62100,630000,2262,451400,Publicidad y propaganda,300
